Index,IPA
2177,ɐbɐɾ tehɐɾ ʃund̪ɐɾ ʃund̪ɐɾɪʃ t̪ɐhe।
2178,buɟcho nɐ?
2179,phɔɾe bɐ͡ɪ̯bɐ ne।
2180,bɐ͡ɪ̯bɐ nɪjɐ phɔɾe tɪkɐ।
2181,phɔɾe ɐmɪ t̪o pɪnɪnd̪ɔɾeɾ ʃund̪ɪʃ nɪjɐ tɪkɐ gechɔlɐm।
2182,ɔhon t̪o ɐmɪ ɐ͡ɪ̯dɪ kɐdɐɾ lɐ͡ɪ̯ggɐ bɐd̪ phɔ͡ɪ̯ɾɐ ɟɐ͡ɪ̯t̪ɐchɪ।
2183,ɐ͡ɪ̯dɪ kɐdɐɾ lɐ͡ɪ̯ggɐ।
2184,dɐ͡ɪ̯ʃɪ lɐ͡ɪ̯ʃʃɪn ko͡ɪ̯ɾɐ nɪbo ɛt̪e।
2185,dɐ͡ɪ̯bɦɪŋ lɐ͡ɪ̯chen bɐɾo ɐɟɐɾ tɛjɐ।
2186,heno t̪hɐkɐɾo phɐɾbe।
2187,ɐbɐɾ d̪ɦod̪ɪ bɪd̪d̪o ɟɐch।
2188,e͡ɪ̯dɐ kunhɐno e͡ɪ̯dɐ?
2189,pɐchpɔt ɔphɪʃeɾ lɔlɪ।
2190,"ɐbɐɾ d̪ɪd̪ɪ bɐlɐ bɦɪʃɐ ɐje bɪd̪d̪e, d̪ɪd̪ɪ sɛɾɐɾ ʃɐt̪e bɐlo ʃuʃt̪ɪkk t̪hɐje t̪e phɐɾɪt̪ɪ hɐɟɐɾ tɛhɐ lɐgbo।"
2191,ɔh t̪u͡ɪ̯ e͡ɪ̯dɪ kɔmɪʃtɐɾe d̪ɛhɐch nɐ?
2192,"nɐ, t̪ɪɾɪʃ hɐɟɐɾ tɛhɐ lɐgbo।"
2193,ɔkkɐɾe he͡ɪ̯ d̪e͡ɪ̯ d̪eʃo gɪjɐ kɔŋgɪnɪɾ tɛhɐ d̪ɪjɐɾbe।
2194,ɐɾ lub d̪ɛhɐ͡ɪ̯cho nɐ।
2195,"ɐge ko͡ɪ̯le nɐ, ɔhon ko͡ɪ̯le?"
2196,ɐmɐɾ t̪o ʃɔb ʃund̪ɐɾɪʃ lɔ͡ɪ̯t̪e ɔ͡ɪ̯bo।
2197,cɐ͡ɪ̯ɾ mɐʃ phɔɾe nɪbo।
2198,cɐ͡ɪ̯ɾ mɐʃ phɔɾe dɛkbɪ t̪u͡ɪ̯।
2199,ɐjɐ phɔɾo kɛmone?
2200,ɐmɐɾ t̪o ʃund̪ɐɾɪʃ lɔ͡ɪ̯t̪e ɔ͡ɪ̯bo।
2201,"ɟɐkɐɾɪjɐɾ ent̪e ʃuɾpɐɾɪʃ lɔ͡ɪ̯t̪ɐm nɐ, ɪnʃɐllɐllɐh।"
2202,kɐɾ ent̪e?
2203,"kɔphɪllɐɾ ent̪e, ɾeɟɪnɐɾ ent̪e <> nɪt̪e ʃuɾpɐɾɪʃ lɔ͡ɪ̯cho?"
2204,ɐɾe͡ɪ̯t̪e।
2205,e͡ɪ̯t̪ɐ ɪjɐ ɔ͡ɪ̯bo?
2206,hɛno ɟɐ͡ɪ̯jɐ ʃund̪ɔɾe ko͡ɪ̯le d̪ɛlɐ͡ɪ̯bo।
2207,ɐɾ <> t̪u͡ɪ̯ d̪ɪd̪ɪ ʃund̪ɔɾe buɟɐ͡ɪ̯jɐ ko͡ɪ̯t̪ɐɾcho d̪ɪd̪ɪ।
2208,ʃund̪ɔɾe buɟɐ͡ɪ̯jɐ ko͡ɪ̯t̪ɐɾt̪ɐɾmɐ?
2209,ɐmɪ lub d̪ɪm ɐmɐɾ।
2210,ʃuʃt̪o ɔ͡ɪ̯jɐ ɟɐjgɐ t̪ɐɾ ɐge ɔ͡ɪ̯bo nɐ।<> d̪ɪt̪e ho͡ɪ̯bo tɛhɐ lɐge।<> d̪ɪt̪e ho͡ɪ̯bo tɛhɐ lɐge।<> d̪ɪt̪e ho͡ɪ̯bo tɛhɐ lɐge।<> d̪ɪt̪e ho͡ɪ̯bo tɛhɐ lɐge।<>
2211,d̪u͡ɪ̯ hɐɟɐɾ tɛhɐ mone lɐgbo।
2212,<> mɐl d̪ɪjɐ nɪce d̪ɪjɐ।
2213,"ɐɾ ɪjɐ, ʃɐɾ d̪uhɐneɾ bɦɐ͡ɪ̯ pɐtɪ ɔphɐ͡ɪ̯nɪ?"
2214,"he͡ɪ̯dɐt̪o kɔt̪hɐ, ɐmɪt̪o phɐ͡ɪ̯ nɐ gɪjɐ।"
2215,ʃɛɾɾe monoe̯ mɐ͡ɪ̯ɾɐ d̪ɪche nɐkɪ?
2216,<> nɐkɪ?mɐɾ nɪdɪɾ phut̪ɐ͡ɪ̯net̪o mɐ͡ɪ̯ɾɐ d̪ee̯।
2217,"e͡o̯ e ko͡ɪ̯lo, e͡ɪ̯ɟe, ʃɐnɪ ko͡ɪ̯lo।"
2218,"kɪ kɔe̯, mɐ͡ɪ̯ɾɐ d̪ɪche?"
2219,kɔe̯ e͡o̯ e bule ʃɐɾ nɪchegɐ d̪u͡ɪ̯ bɔʃɐ।
2220,kɪ nɪche bule d̪u͡ɪ̯ bɔst̪ɐ।
2221,d̪u͡ɪ̯ bɔst̪ɐ ho͡ɪ̯ɾɐ kɪ nɪche?
2222,e͡ɪ̯ mɐɾɟɐpɐɾeɾ ɛktɐ।
2223,ɟɐncho kɪmun?
2224,"t̪u͡ɪ̯n ɟomɐm ɐmɐɾe phɔɾɪchoe̯ koɾɐ͡ɪ̯chɔcho, t̪ɔɾe bɐd̪ d̪ɪjɐge ɟeɾe ɐmɪ mɪlɪ।"
2225,"ɐmɪ ɐɾektɐɾe phɔɾɪchoe̯ koɾɐe̯chɪ, he͡ɪ̯dɐ bule ɔhon bɦɔn d̪ejɐ tɛm bɔ͡ɪ̯jɐ mɐl ne।"
2226,"ɟɔhon ɐmɪ t̪ɔɾe ɪjɐ ho͡ɪ̯ɾɐ d̪ɪchɪ, t̪u͡ɪ̯ luhɐjɐ luhɐjɐ mɐk ko͡ɪ̯ɾɐ।"
2227,"nɐ, lugɐjɐ kɪccu koɾchɪ nɐ।"
2228,"e͡ɪ̯dɐ nɐ ɐmɪ t̪ɔɾe buɟɐ͡ɪ̯lɐm ɐɾhɪ, uɾhɐɾon d̪ɪlɐm ɐɾhɪ।"
2229,behe͡ɪ̯ buɟʃ t̪u͡ɪ̯?
2230,e͡ɪ̯bɐ kɪnt̪u ɐʃole ɟɔt̪ɔt̪o nɔst ɔe̯।
2231,ellɐ͡ɪ̯d̪ɦɐ mɐ͡ɪ̯nʃe e͡e̯ e͡ɪ̯ɾe kuhu kɪchu phoɾtɐe̯ koɾɐe̯ nɐ।
2232,"phɔɾe he ɐmɐɾe phun tuk nɐ ko͡ɪ̯ɾɐ , phun ko͡ɪ̯ɾɐ nɐ he gɪjɐ mɐl t̪ult̪ɐche, ʃɔbkɪchu oke"
2233,bɔst̪ɐ bɔst̪ɐ<> nɪche d̪u͡ɪ̯ bɔst̪ɐ nɐ ɛk bɔst̪ɐ ɪjɐ neche।
2234,kelɐ kelɐ?
2235,e͡ɪ̯ t̪u͡ɪ̯hɪd̪ bɦɐ͡ɪ̯।
2236,"t̪u͡ɪ̯ ɪ t̪o phoɾɪjɐ d̪ɪchɔle, nɐ?"
2237,"chɐ͡ɪ̯nne heɾɐ mɪsɪ khɐe̯, he gollɐ nɪche bɐɟed̪ɪjɐ heɾɐ gollɐ khɐe̯, ɐmɐɾe ɛktɐ gollɐ͡o̯ khɐjɐ͡ɪ̯lɐ͡o̯ khɐjɐ͡ɪ̯lɐ͡o̯ khɐjɐ͡ɪ̯lɐ͡o̯ khɐjɐ͡ɪ̯lɐ͡o̯ khɐjɐ͡ɪ̯lɐ͡o̯ khɐjɐ"
2238,phɔɾe heɾɐ khɐlɪ t̪ɔɾomɔɟ khɐ͡o̯wɐ͡ɪ̯che।
2239,ʃɐmone d̪e͡ɪ̯d̪ɦɐ
2240,"ʃɐmnɪt̪o, ɐmɐɾ ʃɐmɐne͡ɪ̯t̪o gollɐ ɐ͡ɪ̯nnɐ d̪ɪche।"
2241,ɐmɪt̪o ɟɐnɪ gollɐ ɐ͡ɪ̯nnɐ d̪ɪche।
2242,"ɟeɾe chɐ͡ɪ̯n khɐ͡ɪ̯che, chɐ͡ɪ̯nn bɐd̪e ɐmɐɾe mɛʃɟ d̪e͡ɪ̯jɐ ɟɪgɐe̯ k kemun gollɐ khɐ͡ɪ̯lɐ?"
2243,t̪ɔɾomɔd̪ kɛmun khɐ͡ɪ̯lɐ?
2244,kɔe̯ bɦɪ͡ɪ̯t̪t̪ɐmɐɾɐ t̪ɔɾomɔd̪ d̪ekhchɪ।
2245,e͡ɪ̯ ɟod̪u khɐ।
2246,e͡ɪ̯ ɟod̪u khɐe̯।
2247,he͡ɪ̯d̪uŋ ʃɔɟɔn sɛɾeɾɐ lɐgchɪn kɐ͡ɪ̯jɐ।
2248,t̪u͡ɪ̯ ɐchle?
2249,nɐ phɔɾe ɐ͡ɪ̯chɔcho?
2250,ɐmɪ phɔɾchɪ mɐ͡ɪ̯d̪d̪e phɔɾchɪ bɪphɔd̪d̪e phɔɾchɪ bɪphɔd̪d̪d̪e phɔɾchɪ bɪphɔd̪d̪d̪d̪d̪e phɔɾchɪ bɪphɔd̪d̪d̪d̪d̪d̪d̪d̪d̪d̪e phɔɾchɪ bɪphɔd̪d̪d̪d̪d̪d̪d̪d̪d̪d
2251,"bɛnɐɾ tɐŋgɐnɪ lɔjɐ, nɐ?"
2252,bɛnɐɾ tɐŋgɐnɪ lɔjɐ nɐ।
2253,<> mɐ͡ɪ̯ɾɐ d̪ɪche ɐmɐɾ mone k।
2254,"tɐɾɪŋ͡o̯t̪o ɔ͡ɪ̯lo nɐ bɐl, ɐ͡ɪ̯ɾɐ d̪ɪche।"
2255,ʃɔb mɐ͡ɪ̯ɾɐ d̪ɪche।
2256,"cɐjnɐ lɐgeɾɐ hɔmɐn kɐd ne, he͡ɪ̯ bɔld̪ et̪ɐne kɪʃɪk nɐ?"
2257,ɛt̪ɐne hɔmɐne tɛlɪ ɔe̯ nɐm।
2258,kɔjdɐ kɪʃke tɐɾɪŋ͡o̯ nɐm nɪɟeɾ d̪ehchɔ nɐ?
2259,ʃɔb e͡ɪ̯ net̪ɐ chɐt̪t̪t̪hɪgeɾ-e͡ɪ̯t̪t̪ɐ͡ɪ̯ t̪o nɪchegɐ।
2260,"chɐjɐ͡o̯ kɐjɐ, kɐm nɐ͡ɪ̯।"
2261,"bɔnd̪ubɐnd̪o <> bɔnd̪ubɐnd̪o, e͡ɪ̯ chɐt̪t̪t̪t̪t̪ɐt̪t̪ɐɾ nɪt̪ɐ <> e͡ɪ̯bɐ net̪ɐt̪ɐt̪ɐ kɐlce।"
2262,ɛkʃotɐ <> d̪ejɐ d̪ekgɐ phɔ͡ɪ̯ncɐʃ ɟɔn nɪ eno ɪjɐ ɐche।
2263,bɪʃ ɟɔɾ phɐ͡ɪ̯be t̪u͡ɪ̯ bɪchɐjɐ?
2264,ʃɐccɐ kɪʃɪk।
2265,"ɟɐɾɐ ʃɐccɐ kɪʃɪk, eɾɐ t̪o ɟɐe̯ nɐ।"
2266,eɾɾe ne nɐ।
2267,"mɐmu, khɐlu, chɐchu, mɛt̪ɐ, phet̪ɐ, phet̪ɐ, phet̪ɐ, phet̪ɐ, khet̪ɐ, khet̪ɐ, khet̪ɐ, khet̪ɐ, khet̪ɐ, khet̪ɐ <> ʃuhɐg mɐstɾe ko͡ɪ̯chɪ pɪ͡ɪ̯ khulɐɾ lɐ͡ɪ̯ggɐ।"
2268,pɐ͡ɪ̯ɟ?
2269,kɔn ʃuhɐg?
2270,ɐɾe e͡ɪ̯ ʃuhɐg।
2271,ɐe̯ hɐe̯।
2272,"ɐmnɐɾɐ d̪ekht̪e pɐccheno, t̪ɔbe ɐmɪ ko͡ɪ̯chɪ, ɐ͡ɪ̯ne t̪o ɔhon, nɐ͡ɪ̯n mɐ͡ɪ̯nʃe t̪o nɐ͡ɪ̯nʃɐ ko͡ɪ̯bo!"
2273,ɐ͡u̯ɟɐ phulɐɟɐɾe e͡ɪ̯ɟe gɐcho upɐɟɐm gɐbo gɐcho।
2274,phutkɪ d̪ɪjɐ thɔlɐ d̪ɪjɐ।
2275,ɐmɐɾ bɦɪdɪ͡o̯ kɪ ʃund̪ɔɾ?
2276,t̪oɾɐɾ t̪o kon lɐ͡ɪ̯k ko͡ɪ̯d phɐ͡ɪ̯nɐ ɟɐɾe।
2277,"ɐmɐɾ kon bɦɐnd̪ɦo ko͡ɪ̯lɐm ɐmɐɾe ʃɐphɐɾt koɾche nɐ, e͡ɪ̯dɐ ʃɔt̪t̪o!"
2278,"nɐ͡ɪ̯m t̪u͡ɪ̯n ɐbɐɾ ɾɐg ɔ͡ɪ̯n nɐ bɦɐ͡ɪ̯, ɐmɐɾ ɐmɐɾ kɔt̪hɐ t̪u͡ɪ̯n, ɐ͡ɪ̯cchɐ t̪ɔɾ bɐd̪d̪d̪e, t̪u͡ɪ̯n nɪɟe͡ɪ̯, ɐmɐɾ ɐmɐɾ ɐmɐɾ ɐmɐɾ kɔ"
2279,keɾe ɐmɪ t̪ɔɾe kɔt̪ɪd koɾɪ nɐ?
2280,"kɔt̪ɪd kɔɾɐ, ɐ͡ɪ̯cchɐ kɔt̪ɪn ɐmɐɾ koɾʃʃo nɐ, <> kɔt̪ɪd koɾʃo t̪o bɪʃ nɐ।"
2281,ɐmɐɾ kɔt̪ɪt koɾe͡ɪ̯ ɔ͡ɪ̯dɐ kɪ chobɪ ɟe kɔt̪ɪt̪o koɾle ɐmɐɾ lɐbɦ ɔ͡ɪ̯t̪ɐche?
2282,nɐh ɔhon ɐɾ kɪ hɔɾt̪ɐm t̪u͡ɪ̯n k।
2283,t̪ɔɾe ɐɾ kɪ hɔɾt̪ɐm?
2284,ɔhont̪o ɐmɪ ko͡ɪ̯chɪ d̪e͡ɪ̯d̪ɦɐ ɾɐg koɾɪʃ nɐ।
2285,nɐ kɪ hɔɾt̪ɐm k।
2286,ɐɾ kun bɦɐbɦɐm ɐmɐɾe he͡ɪ̯t koɾche kɔchen?
2287,t̪ɔɾe kɪbɐ he͡ɪ̯l koɾt̪ɐm e͡ɪ̯dɐ ko͡ɪ̯be ɟe ɛbɦɐbe ɐmɐɾe he͡ɪ̯lɐ koɾlo nɐ!
2288,ɪskule kunu bɦɐbɪ ɐmɐɾe he͡ɪ̯t̪t̪ɐ koɾche nɐ।
2289,nɐ kɪbɐ hɛt̪t̪o ko͡ɪ̯be ɐmɐɾe hɛt̪t̪o koɾlo nɐ।
2290,"he͡ɪ̯lɐt̪o ɔnek bɦɐbe kɔɾɐ ɟɐe̯, ɔhon t̪u͡ɪ̯ kɪbɦɐbe cɐ͡ɪ̯t̪o pɐ͡ɪ̯t̪o pɐ͡ɪ̯t̪o pɐ͡ɪ̯t̪o pɐ͡ɪ̯chɪ nɐ!"
2291,"t̪ɔɾe ut̪ɐh d̪ɪche nɐ, ʃɐstɪb koɾche nɐ cɛl?"
2292,kelɐ bɔɾʃɪkɐb koɾche?
2293,"ɐmɪ koɾchɪ, ʃɐd̪d̪ɐ͡ɪ̯mɐ koɾche।"
2294,"hu ʃɐd̪d̪ɐ͡ɪ̯mɐ koɾche, ɐnt̪ɐɟɪ koɾche।"
2295,"e koɾche, he koɾche, eɾɐkɪ ke͡u̯ ɪ koɾche nɐ?"
2296,"kelɐ koɾche, ʃɐd̪d̪d̪ɐ͡ɪ̯mɐ ko͡ɪ̯ kelɐ koɾche ɐmɐɾe d̪ehɐ।"
2297,"t̪u͡ɪ̯n o koɾʃ nɐkɪ bɪd̪eh bɦɐ͡ɪ̯, <> ɟɐh"
2298,"ɔhonne ɐʃɐʃɪ͡ɪ̯bo ko͡ɪ̯ɾɐ d̪ɛm, ɐʃɐʃɪ͡ɪ̯bo koɾɪcho nɐ।"
2299,e͡ɪ̯d̪ɐɾ lɐ͡ɪ̯ggɐ nɐ।
2300,ʃɐʃɪ͡ɪ̯bo koɾchoʃ nɐkt̪ɐ ɐmɪ ɟɐnɪ?
2301,e͡ɪ̯ kɔmɪn nɐ koɾle ɐmɪ buɟd̪ɐm nɐ t̪u͡ɪ̯ ɐmɐɾe ʃɐʃɪ͡ɪ̯bo koɾchoʃ nɐ ɐʃɐʃɪ͡ɪ̯bo koɾchoʃ?
2302,e͡ɪ̯ ɐɾɐphɐt̪e ɛktɐ ʃɔmone d̪ɪjɐ behe।
2303,"e͡ɪ̯ ʃɐphɐt kɔɾɐ, nɐ?"
2304,"kɪɾe t̪ɪt̪ɪ, ehon ɔt̪o ɾɐt̪ e͡ɪ̯che, gumɐch nɐ?"
2305,"kɐɾentɪ t̪o nɐ͡ɪ̯gɐ, gumɐm keŋge?"
2306,kɐɾent ɐ͡ɪ̯bo kun ɾɐ͡ɪ̯t̪e।
2307,t̪ɪntɐ bɐɟe।
2308,t̪ɪntɐ cɔ͡u̯d̪।
2309,ɐe̯he!
2310,ɔnek ʃɐt̪ ɔ͡ɪ̯jɐ geche।
2311,ɐʃole͡o̯ be͡ɪ̯ɟ ɾɐ͡ɪ̯t̪o ɔ͡ɪ̯jɐ phɔɾche।
2312,ɔt̪o ɾɐ͡ɪ̯t̪e d̪ekhchɔʃ kɐɾentɾeɾ bɐ͡ɪ̯ccɐ ɐje nɐ?
2313,<> khɪd̪ɐ lɐgche?
2314,ɔnek khɪd̪ɐ lɐge।
2315,ɐe̯ kɪchu ɛktɐ ɾɐ͡ɪ̯nd̪ɐ khɐ͡ɪ̯।
2316,e͡ɪ̯ ɾɐ͡ɪ̯t̪eɾ bedɐ?
2317,kɪ khɐ͡ɪ̯be?
2318,"phɐst̪ɐ bɐnɐ͡ɪ̯bɐm, ɐɾ kɪt̪ɐ।"
2319,ɐɾ kɪ bɐd̪ɪnɪ ɟɐe̯?
2320,ɐcchɐ ɐcchɐ e͡ɪ̯ ɾɐt̪e kɪ t̪ɐɾ phɐgol ɔ͡ɪ̯choʃ pɐst̪ɐ bɐnɐ͡ɪ̯be ɐbɐɾ lɔge।
2321,d̪ud̪ɦ ɐche?
2322,guɽɐ d̪ud̪?
2323,ɐe̯ cɐ bɐnɐ͡ɪ̯।
2324,ho cɐ khɐ͡ɪ̯।
2325,cɐ khɐ͡ɪ̯le t̪o ɐbɐɾ gɦum ɐ͡ɪ̯t̪o nɐ।
2326,ho ɟe ɔbost̪ɐ।
2327,ɔboʃʃo <> ɐ͡ɪ̯ccɐ buɟlɐm nɐ ʃehɐɾɪɾ tɐ͡ɪ̯me͡o̯ kɐɾent d̪ee̯ nɐ e͡ɪ̯dɐ kɪ phɐgol chɐgol nɐkɪ।
2328,ɐmɪ͡o̯ buɟɪ nɐ।
2329,"ʃehɐɾɪɾ tɐ͡ɪ̯me, ɔhon t̪o mɐne t̪ɪntɐ pɔneɾo bɐɟe, k?"
2330,ehon ʃehɐɾɪɾ tɐ͡ɪ̯me ehon t̪o kɐɾent d̪e͡o̯wɐ upuɾ।
2331,kɐloke ʃɐɽɪ phɔɾo?
2332,pɔhɐlɐ bɔ͡ɪ̯ʃɐkh t̪o kɐlke।
2333,ʃɐɽɪ phɔɾbɐm chɪnt̪ɐ hɔɾt̪ɐchɪ d̪ehɪ kɪ koɾn ɟɐe̯।
2334,ɐmɪ͡o̯ phɔɾbɐm।
2335,ʃɐɽɪ ɐche?
2336,ho ɐchɪn t̪o d̪u͡ɪ̯dɐ।
2337,ɪjɐ ɔ͡ɪ̯bo lɐl ʃɐd̪ɐ kɪ d̪u͡ɪ̯dɐ ʃɐɽɪ?
2338,ho d̪u͡ɪ̯dɐ͡ɪ̯ ʃɐɽɪ।
2339,t̪ɐ͡ɪ̯le phɔɾe d̪u͡ɪ̯dɐ͡ɪ̯ t̪o t̪umɪ ɐɾ
2340,"puɟɐe̯ d̪ɪ phɔɾt̪ɐɾbɐ, ɐmɪ kɪ phɔɾɐm?"
2341,t̪ɔɾ phɔɾon lɐgd̪o nɐ।
2342,t̪u͡ɪ̯ d̪u͡ɪ̯d̪ɪn phɔɾe phɔɾe phɔɾcho ɐjɐ।
2343,"ɐmɪ phɔɾbɐm, t̪ɔɾ kɪ ʃɔmoʃʃɐ?"
2344,ɐmɐɾ chudu mɐmeɾ bɦɐ͡u̯ɟ lɐgbo।
2345,t̪ɐ͡ɪ̯le phɔɾʃɪɾe phɔɾɐ͡ɪ̯t̪ɐm nɐ।
2346,"kɔ͡ɪ̯jɐmone phɔɾʃɪ, phɔɾe phɔɾɪcho <> phɔɾʃɪ ɟɐ͡ɪ̯bogɐ ʃɔɾl ɐttɐ।"
2347,"phɔɾʃɪ mɔd̪e͡o̯ ʃɔmelɐe̯ ɟɐ͡ɪ̯bogɐ, d̪ehɪch ʃɐɽɪ phɔɾt̪o nɐ।"
2348,"ho, ɐmɾɐ͡o̯ edɪ͡ɪ̯ mono ɔe̯।"
2349,"nɐ koɾche, ɐɾ phɔɾon lɐgd̪o nɐ ʃɐɽɪ।"
2350,phɔɾon lɐgd̪o nɐ।
2351,e d̪ekbɐ gumt̪e͡ɪ̯ utht̪o nɐ।
2352,ɐbɐɾ gɐneɾ lɐ͡ɪ̯ggɐ u͡ɪ̯ttɐ phɔɾt̪ɐɾe?
2353,ho gɐn ɐchɪn t̪o kɐloke phɔɾʃɪɾ ɐbɐɾ।
2354,"ɪjeɾ mo͡ɪ̯d̪d̪e, kɔleɟeɾ mɐd।"
2355,ɐɟelɐɾ mo͡ɪ̯d̪d̪e͡o̯ gɐn gɐ͡ɪ̯bo।
2356,"ɐɟelɐt̪o gɐn, ɔnek ɟɐgɐt̪ ɔʃɔt̪o ʃɔt̪oʃt̪o ʃɔt̪oʃt̪o kɔɾkɐe̯।"
2357,ɐd̪d̪eɾt̪ɐ ɔ͡ɪ̯bo kɐloke?
2358,"ho, ɐd̪d̪eɾt̪ɐ ɛkk ʃɔmɪt̪t̪o d̪ɪbo, phɔɾe ɪskuleɾ mo͡ɪ̯d̪d̪d̪e ɟɐ͡ɪ̯bo।"
2359,gɐ͡ɪ̯bo ɔ͡ɪ̯t̪ɐche ʃɔbɐ͡ɪ̯ mɪ͡ɪ̯llɐ।
2360,hum ।
2361,kɔt̪o cheɽɪdɐɾo kɔt̪o khɐlɪ gɐn gɐ͡o̯n lɐge।
2362,"ho, gɐn pɔɽʃɪ ko͡ɪ̯t̪ɐche, kɪ gɐn gɐ͡ɪ̯bo?"
2363,e͡ɪ̯ he bɔ͡ɪ̯ʃɐkh e͡ɪ̯dɐ?
2364,ho e͡ɪ̯dɐ͡ɪ̯t̪o?
2365,e͡ɪ̯ he bɔ͡ɪ̯ʃɐkhe͡ɪ̯t̪o।
2366,"phɔɾʃod̪ɪn ko͡ɪ̯t̪ɐche, gɐn ʃɪ͡ɪ̯d̪ɦo ɟɐlɐ e͡ɪ̯che khɐlɪ gɐn gɐ͡o̯n lɐge।"
2367,।
2368,e e͡ɪ̯ mɐjdɐɾe kɪ gɐn ʃɪhe?
2369,kɔn d̪e͡ɪ̯dɐ ?
2370,e͡ɪ̯ɟe e͡ɪ̯ɟe <> cheɽɪ।
2371,ho ho e͡ɪ̯ cheɽɪɾe͡o̯ gɐn ʃuhe
2372,kɔt̪o tehɐ d̪ee̯?
2373,tehɐ d̪ee̯?
2374,mɐ ʃɪhɐe̯।
2375,omɐ!
2376,phɔɾʃɪɾe ɐɟke ko͡ɪ̯t̪ɐchɪ mɐʃɪ phɔɽɐ kɪ?
2377,kɔe̯ edɪ͡ɪ̯ phɔɽɐe̯।
2378,ɐmɪ ko͡ɪ̯ omɐjɐ gɐneɾ mod̪d̪e phɔɽɐ͡o̯ ɐche?
2379,phɔɾʃɪ k t̪e ɐchenɐ?
2380,tehɐ d̪e nɐ kɪllɐ͡ɪ̯ggɐt̪e kɪllɐ͡ɪ̯ggɐt̪ekɪ?
2381,dɦe͡ɪ̯lɪ ɐje nɐkɪ?
2382,ho phɔt̪t̪d̪d̪d̪ɪnɪ d̪ehɪ bule ɐje।
2383,"oɾe bɐbɐɾe, ʃɪhe, <> heɾe kɪ mɐcl d̪ɪche nɐ?"
2384,nɐ mɐcɐl d̪ɪche nɐ।
2385,oɾe bɐbɐ!
2386,t̪e mɐgnɐ kɪllɐ͡ɪ̯gɐ।
2387,t̪e t̪o phɔɾʃɪɾte kɪt̪ɐ tehɐ d̪ɪbɐ?
2388,kellɐ͡ɪ̯d̪d̪ɪ d̪ɪt̪o nɐ?
2389,phɔɾʃɪ t̪o gɐneɾ ɟɔt̪ɔɾeɾ mɐtɐlɪ।
2390,phɔɾʃɪɾte tehɐ d̪ɪt̪ɐɾe।
2391,phɔɾʃɪ t̪o gɐneɾ ɟɔgɔt̪eɾ pɾ ɪ।
2392,heɾe d̪ɪle kɪ ʃɔmoʃʃɐ?
2393,ɐɾ phɔɾʃɪɾe tehɐ d̪ɪle͡o̯ mɐmɪ <> d̪ɪbo?
2394,e͡ɪ̯t̪ɐ͡ɪ̯t̪t̪o kɔt̪ɐ।
2395,d̪ɪle͡ɪ̯ kɪ ɐmɾɐ lɔ͡ɪ̯jɐm?
2396,e͡ɪ̯dɐ͡ɪ̯t̪t̪o।
2397,ɐ͡ɪ̯ccɐ d̪ehɐ ɟɐ͡u̯k।
2398,phɔɾʃɪɾe tehɐ d̪ɪle phɔɾʃɪ ʃund̪ɔɾ ho͡ɪ̯ɾɐ edɪ bɛŋko ɟomɐjɐ ɐɾektɐ bɐnɐlbo।
2399,"ho, ɐʃole͡ɪ̯।"
2400,e͡ɪ̯dɐ ɟe!
2401,edɐ kɪptɐ!
2402,ɛmun kɪptɐ nɐ!
2403,ɐmɐɾe͡ɪ̯ t̪o t̪ɐɾ beʃɪ ɟɐnnɐɾ kɔt̪ɐ।
2404,chehenɪ khɐ͡o̯neɾ lɐ͡ɪ̯g dɐt̪ɐche ɔhono kɐɾen d̪ɔt̪ɐnɐ।
2405,ɐʃole͡ɪ̯ mɐne chehɐɾɪɾ tɐ͡ɪ̯me geche ɔhono kɐɾen d̪ɛʃonɐ।
2406,edɐ bɐtphɐɾɪ ʃuɾu koɾche।
2407,bɪl d̪ɪ͡o̯nɐ ɟe।
2408,ɐʃole͡ɪ̯ bɪl d̪ɪt̪ɐm nɐ ʃɐlɐɾe।
2409,kunu bɪl d̪e͡o̯wɐ͡ɪ̯ uchɪt̪o nɐ।
2410,t̪ɐpɐɾ t̪o kɐɾent ɛmon ʃɔmɔe̯ ɟɐe̯।
2411,ɟɔhon t̪u͡ɪ̯ gɦumɐ͡ɪ̯t̪e ɟɐ͡ɪ̯be t̪ɔhon kɐɾent ɟɐ͡ɪ̯bo।
2412,ɟɔhon t̪u͡ɪ̯ chɐndɐ ko͡ɪ̯ɾɐ ɐ͡ɪ̯be t̪ɔhon kɐɾent ɟɐ͡ɪ̯bogɐ।
2413,ɟɔhon khɐ͡ɪ̯t̪e bo͡ɪ̯be t̪ɔhon kɐɾent ɟɐ͡ɪ̯bo।
2414,ɪʃ e͡ɪ̯t̪ɐ koɾle bɔɾkɔt̪o lɐge।
2415,"e, e͡ɪ̯ɟe ʃɔmɔe̯ tɐ͡ɪ̯mɪŋdɐ ɛktu ɟɔgɦɔt̪o।"
2416,<> khɐ͡o̯neɾ ʃɔmɔe̯ kɐɾent gele ɐmɐɾ pɾoʃt mɛɟɐch khɐɾɐp ɔe̯।
2417,ɐɾ khɐ͡o̯neɾ ʃɔmɔe̯ ɟɔhon kɐɾent t̪hɐhe nɐ mɐne।
2418,"ɐmɾɐɾ moɾt d̪u͡ɪ̯ gɐʃ, t̪o gɐʃ phɔɾe, phɔɾe chɐɽɪn lɐge।"
